terms,pos,type,count
!,Punctuation,2004,2
!,Punctuation,2005,3
!,Punctuation,2006,3
!,Punctuation,2007,3
!,Punctuation,2008,2
!,Punctuation,2009,3
!,Punctuation,2010,2
!,Punctuation,2011,3
!,Punctuation,2012,2
!,Punctuation,2013,2
!,Punctuation,2014,3
!,Punctuation,2015,3
!,Punctuation,2016,3
!,Punctuation,2017,3
!,Punctuation,2018,3
!,Punctuation,2019,3
"""",Punctuation,2008,4
"""",Punctuation,2012,2
"""",Punctuation,2017,2
',Punctuation,2005,4
',Punctuation,2006,12
',Punctuation,2008,8
',Punctuation,2012,3
',Punctuation,2017,4
',Punctuation,2019,2
'',Punctuation,2008,4
(,Punctuation,2005,19
(,Punctuation,2007,2
(,Punctuation,2008,3
(,Punctuation,2009,1
(,Punctuation,2010,3
(,Punctuation,2011,1
(,Punctuation,2012,3
(,Punctuation,2013,5
(,Punctuation,2014,3
(,Punctuation,2015,2
(,Punctuation,2017,1
(,Punctuation,2018,2
),Punctuation,2005,15
),Punctuation,2007,3
),Punctuation,2008,3
),Punctuation,2009,1
),Punctuation,2010,3
),Punctuation,2011,1
),Punctuation,2012,2
),Punctuation,2013,4
),Punctuation,2014,3
),Punctuation,2015,1
),Punctuation,2017,1
),Punctuation,2018,2
)',Punctuation,2005,4
)',Punctuation,2012,1
)’,Punctuation,2013,1
)’,Punctuation,2015,1
",",Punctuation,2004,36
",",Punctuation,2005,23
",",Punctuation,2006,23
",",Punctuation,2007,32
",",Punctuation,2008,23
",",Punctuation,2009,10
",",Punctuation,2010,11
",",Punctuation,2011,29
",",Punctuation,2012,27
",",Punctuation,2013,28
",",Punctuation,2014,40
",",Punctuation,2015,51
",",Punctuation,2016,38
",",Punctuation,2017,37
",",Punctuation,2018,20
",",Punctuation,2019,41
.,Punctuation,2004,44
.,Punctuation,2005,41
.,Punctuation,2006,36
.,Punctuation,2007,65
.,Punctuation,2008,48
.,Punctuation,2009,55
.,Punctuation,2010,27
.,Punctuation,2011,51
.,Punctuation,2012,46
.,Punctuation,2013,47
.,Punctuation,2014,57
.,Punctuation,2015,63
.,Punctuation,2016,66
.,Punctuation,2017,46
.,Punctuation,2018,61
.,Punctuation,2019,54
/,Punctuation,2008,1
1,Number,2010,1
1,Number,2012,1
1,Number,2013,1
1,Number,2019,1
"1,412",Number,2015,1
10,Number,2008,1
10,Number,2019,1
10년,Number,2011,1
10년,Number,2014,1
11,Number,2008,1
11월,Number,2007,1
11월,Number,2010,1
12,Number,2008,1
12월,Number,2007,2
131,Number,2008,1
16,Number,2012,1
17,Number,2004,1
17,Number,2007,1
17,Number,2019,1
18,Number,2008,1
18일,Number,2018,1
19,Number,2017,2
1965년,Number,2008,1
19일,Number,2007,1
1년,Number,2013,1
1년,Number,2014,1
1조,Number,2012,1
2,Number,2013,1
2,Number,2018,1
20,Number,2010,3
20,Number,2011,2
20,Number,2016,1
20,Number,2017,1
2007년,Number,2007,1
2008년,Number,2008,1
2009년,Number,2009,1
2010년,Number,2010,1
2012년,Number,2012,1
2013년,Number,2013,1
2018년,Number,2018,1
2019년,Number,2019,3
20년,Number,2014,1
21,Number,2004,1
27,Number,2008,1
2만,Number,2005,1
2만,Number,2010,1
2만,Number,2011,1
3,Number,2018,2
"3,000억",Number,2007,1
30,Number,2008,1
31,Number,2008,1
3년,Number,2019,1
4,Number,2012,2
4,Number,2015,2
4,Number,2016,1
4%,Number,2011,1
4만,Number,2011,1
4월,Number,2008,1
4월,Number,2016,1
5,Number,2018,1
50,Number,2004,1
5년,Number,2010,1
5회,Number,2010,1
6,Number,2010,1
6,Number,2016,1
6%,Number,2011,1
6년,Number,2012,1
6월,Number,2018,1
7,Number,2011,1
70,Number,2015,1
7년,Number,2013,1
8,Number,2013,1
8분,Number,2019,1
90,Number,2008,1
?,Punctuation,2007,1
?,Punctuation,2013,1
BT,Alpha,2011,1
DAC,Alpha,2010,1
EU,Alpha,2012,1
FTA,Alpha,2012,2
G,Alpha,2010,2
G,Alpha,2011,2
G,Alpha,2013,1
G,Alpha,2016,1
GCF,Alpha,2013,1
GT,Alpha,2011,1
IT,Alpha,2011,2
IT,Alpha,2012,1
MOU,Alpha,2012,1
OECD,Alpha,2008,1
OECD,Alpha,2010,1
SNS,Alpha,2011,1
Tolerance,Alpha,2007,1
UAE,Alpha,2010,1
UN,Alpha,2007,1
UN,Alpha,2013,2
UNCITRAL,Alpha,2013,1
WEF,Alpha,2008,1
Zero,Alpha,2007,1
·,Punctuation,2005,12
·,Punctuation,2006,12
·,Punctuation,2011,11
·,Punctuation,2012,2
·,Punctuation,2016,4
·,Punctuation,2017,10
·,Punctuation,2019,8
‘,Foreign,2004,3
‘,Foreign,2005,1
‘,Foreign,2006,2
‘,Foreign,2007,6
‘,Foreign,2009,5
‘,Foreign,2011,2
‘,Foreign,2013,4
‘,Foreign,2014,5
‘,Foreign,2015,9
‘,Foreign,2016,11
‘,Foreign,2018,6
‘,Foreign,2019,3
‘法,Foreign,2007,1
’,Punctuation,2004,3
’,Punctuation,2005,1
’,Punctuation,2006,2
’,Punctuation,2007,6
’,Punctuation,2009,5
’,Punctuation,2011,1
’,Punctuation,2013,3
’,Punctuation,2014,4
’,Punctuation,2015,8
’,Punctuation,2016,11
’,Punctuation,2018,4
’,Punctuation,2019,2
’(,Punctuation,2007,1
"’,",Punctuation,2011,1
"’,",Punctuation,2014,1
"’,",Punctuation,2018,2
"’,",Punctuation,2019,1
“,Foreign,2010,1
“,Foreign,2014,3
“,Foreign,2015,2
“,Foreign,2016,3
”,Foreign,2010,1
”,Foreign,2014,3
”,Foreign,2015,2
”,Foreign,2016,1
․,Foreign,2004,4
․,Foreign,2007,7
․,Foreign,2008,9
․,Foreign,2009,3
․,Foreign,2012,2
․,Foreign,2014,4
․,Foreign,2015,4
「,Foreign,2014,1
」,Foreign,2014,1
ㆍ,Foreign,2009,3
ㆍ,Foreign,2011,1
丁亥年,Foreign,2007,1
丁酉,Foreign,2017,1
乙未年,Foreign,2015,1
乙酉年,Foreign,2005,1
人間尊重,Foreign,2005,2
信賴回復,Foreign,2007,1
倍前,Foreign,2005,1
優越性,Foreign,2005,1
元年,Foreign,2005,1
先事後得,Foreign,2014,1
先進,Foreign,2005,1
公,Foreign,2016,1
公平,Foreign,2007,1
公平無私,Foreign,2008,1
公明正大,Foreign,2007,1
共同體,Foreign,2007,1
制度的,Foreign,2005,1
原則,Foreign,2007,2
周易,Foreign,2013,1
善,Foreign,2007,1
國民,Foreign,2007,1
基本,Foreign,2007,1
壬辰年,Foreign,2012,1
天網恢恢,Foreign,2007,1
安全,Foreign,2005,1
實事求是的,Foreign,2007,1
己丑年,Foreign,2009,1
幸福國家,Foreign,2007,1
庚寅年,Foreign,2010,1
戊子年,Foreign,2008,1
戊戌年,Foreign,2018,1
損害,Foreign,2007,1
搜査慣行,Foreign,2005,1
政府,Foreign,2007,1
易地思之,Foreign,2018,1
有志竟成,Foreign,2015,1
法治國家,Foreign,2005,1
法的,Foreign,2005,1
法秩序,Foreign,2005,2
淸廉性,Foreign,2005,1
渾然一體,Foreign,2005,1
無私,Foreign,2007,1
甲午年,Foreign,2014,1
疎而不漏,Foreign,2007,1
癸巳,Foreign,2013,1
社會不安,Foreign,2005,1
私,Foreign,2016,1
窮則變,Foreign,2013,1
競爭力,Foreign,2005,1
脚下照顧,Foreign,2007,1
自己省察,Foreign,2005,1
虛心坦懷,Foreign,2014,1
覺悟,Foreign,2005,1
變則通,Foreign,2013,1
辛卯年,Foreign,2011,1
近者悅,Foreign,2012,1
透明,Foreign,2005,1
通則久,Foreign,2013,1
道德的,Foreign,2005,1
遠者來,Foreign,2012,1
隨處作主,Foreign,2012,1
革新,Foreign,2005,1
가,Josa,2004,11
가,Josa,2005,10
가,Josa,2006,8
가,Josa,2007,21
가,Josa,2008,8
가,Josa,2009,14
가,Josa,2010,6
가,Josa,2011,11
가,Josa,2012,7
가,Josa,2013,14
가,Josa,2014,8
가,Josa,2015,13
가,Josa,2016,9
가,Josa,2017,7
가,Josa,2018,13
가,Josa,2019,15
가,Verb,2005,2
가,Verb,2007,1
가,Verb,2009,1
가,Verb,2013,1
가계부채,Noun,2018,1
가고,Verb,2008,2
가고,Verb,2015,1
가고,Verb,2018,1
가까운,Adjective,2012,1
가까이,Noun,2011,1
가까이,Noun,2012,1
가꾸어,Verb,2007,1
가내,Noun,2018,1
가는,Verb,2004,1
가는,Verb,2017,1
가늠,Noun,2007,1
가능,Noun,2017,1
가능성,Noun,2014,1
가능성,Noun,2017,2
가능하다는,Adjective,2015,1
가능하였습니다,Adjective,2010,1
가능한,Adjective,2004,1
가능한,Adjective,2006,1
가능한,Adjective,2012,1
가능한,Adjective,2015,1
가능한,Adjective,2019,2
가능했습니다,Adjective,2018,1
가득하기를,Adjective,2004,2
가득하기를,Adjective,2007,1
가득하기를,Adjective,2008,1
가득하기를,Adjective,2009,1
가득하기를,Adjective,2013,1
가득하기를,Adjective,2018,1
가득하기를,Adjective,2019,2
가득하시,Adjective,2012,1
가득하시,Adjective,2016,1
가득하시,Adjective,2017,1
가라,Noun,2015,1
가려면,Verb,2015,2
가로막는,Verb,2019,1
가석방,Noun,2014,1
가슴,Noun,2005,2
가슴,Noun,2008,1
가슴,Noun,2010,1
가시,Noun,2019,1
가운데,Noun,2013,1
가운데,Noun,2015,1
가입,Noun,2010,1
가입,Noun,2019,1
가장,Noun,2007,1
가장,Noun,2008,1
가장,Noun,2009,2
가장,Noun,2012,1
가장,Noun,2013,2
가장,Noun,2016,2
가장,Noun,2017,2
가정,Noun,2004,2
가정,Noun,2006,1
가정,Noun,2007,3
가정,Noun,2008,2
가정,Noun,2009,1
가정,Noun,2010,1
가정,Noun,2011,1
가정,Noun,2012,2
가정,Noun,2013,1
가정,Noun,2014,1
가정,Noun,2015,1
가정,Noun,2016,1
가정,Noun,2017,1
가정,Noun,2018,1
가정,Noun,2019,1
가정폭력,Noun,2019,1
가제,Noun,2004,1
가제,Noun,2012,1
가져,Verb,2009,1
가져,Verb,2018,1
가져다주는,Verb,2008,1
가져야,Verb,2009,1
가져야,Verb,2018,1
가족,Noun,2004,4
가족,Noun,2005,2
가족,Noun,2006,4
가족,Noun,2007,4
가족,Noun,2008,3
가족,Noun,2009,3
가족,Noun,2010,6
가족,Noun,2011,3
가족,Noun,2012,7
가족,Noun,2013,6
가족,Noun,2014,4
가족,Noun,2015,4
가족,Noun,2016,3
가족,Noun,2017,3
가족,Noun,2018,5
가족,Noun,2019,7
가족사,Noun,2013,1
가지,Noun,2004,2
가지,Noun,2005,1
가지,Noun,2006,2
가지,Noun,2007,4
가지,Noun,2008,2
가지,Noun,2009,1
가지,Noun,2012,2
가지,Noun,2013,2
가지,Noun,2014,2
가지,Noun,2015,3
가지,Noun,2016,1
가지,Noun,2017,1
가지,Noun,2018,1
가지,Noun,2019,1
가진,Verb,2019,1
가치,Noun,2006,1
가치,Noun,2009,1
가치,Noun,2010,1
가치,Noun,2011,1
가치,Noun,2012,1
가치,Noun,2013,2
가치,Noun,2014,5
가치,Noun,2015,4
가치,Noun,2016,1
가치,Noun,2018,3
가치,Noun,2019,2
가하려는,Verb,2017,1
가하여야,Verb,2004,1
가하여야,Verb,2019,1
가해,Noun,2005,1
가해,Noun,2015,1
가해자,Noun,2017,1
각,Modifier,2007,1
각,Modifier,2014,1
각,Modifier,2015,1
각,Modifier,2017,1
각,Noun,2005,1
각,Noun,2006,1
각,Noun,2007,1
각,Noun,2011,1
각고,Noun,2008,1
각고,Noun,2010,1
각고,Noun,2016,1
각고,Noun,2017,1
각고,Noun,2019,1
각박하다지만,Adjective,2008,1
각오,Noun,2004,1
각오,Noun,2005,1
각오,Noun,2006,1
각오,Noun,2007,1
각오,Noun,2008,1
각오,Noun,2013,2
각오,Noun,2014,1
각오,Noun,2015,1
각자,Noun,2010,1
각자,Noun,2011,2
각자,Noun,2012,1
각자,Noun,2014,1
각자,Noun,2015,1
각자,Noun,2017,2
각자,Noun,2018,2
각종,Noun,2004,1
각종,Noun,2005,1
각종,Noun,2007,1
각종,Noun,2010,1
각종,Noun,2012,2
각종,Noun,2015,1
각하,Noun,2007,1
간,Foreign,2014,1
간,Noun,2014,1
간,Noun,2015,1
간,Suffix,2010,1
간,Suffix,2014,1
간,Suffix,2017,1
간,Suffix,2018,2
간다,Noun,2004,1
간다,Noun,2015,1
간다,Noun,2019,1
간부,Noun,2011,2
간의,Noun,2011,1
간의,Noun,2019,1
간절히,Adjective,2018,1
간직,Noun,2005,1
갈,Verb,2009,1
갈,Verb,2014,2
갈등,Noun,2007,1
갈등,Noun,2009,1
갈림길,Noun,2007,1
갈망,Noun,2017,1
갈취,Noun,2017,1
감,Noun,2007,2
감,Noun,2016,1
감,Noun,2019,2
감당,Noun,2006,1
감독,Noun,2019,1
감동,Noun,2005,1
감동,Noun,2008,1
감동,Noun,2013,1
감사,Noun,2004,1
감사,Noun,2005,1
감사,Noun,2006,1
감사,Noun,2007,1
감사,Noun,2008,1
감사,Noun,2009,1
감사,Noun,2011,1
감사,Noun,2012,1
감사,Noun,2013,1
감사,Noun,2014,1
감사,Noun,2015,1
감사,Noun,2016,1
감사,Noun,2017,1
감사,Noun,2018,1
감사,Noun,2019,1
감사합니다,Verb,2005,1
감사합니다,Verb,2006,1
감사합니다,Verb,2008,1
감사합니다,Verb,2009,1
감사합니다,Verb,2010,1
감사합니다,Verb,2012,1
감사합니다,Verb,2013,2
감사합니다,Verb,2014,1
감사합니다,Verb,2015,1
감사합니다,Verb,2016,1
감사합니다,Verb,2017,1
감사합니다,Verb,2018,1
감사합니다,Verb,2019,1
감소,Noun,2010,1
감소,Noun,2015,1
감소,Noun,2017,1
감정,Noun,2019,1
감찰,Noun,2006,1
감회,Noun,2013,1
감회,Noun,2014,1
감히,Noun,2004,1
감히,Noun,2005,1
감히,Noun,2013,1
감히,Noun,2014,1
갑시다,Verb,2005,1
갑시다,Verb,2014,2
갑시다,Verb,2015,4
갑시다,Verb,2018,1
갑신년,Noun,2004,1
갑오년,Noun,2014,1
갑작스런,Adjective,2012,1
갑질,Verb,2019,1
값진,Adjective,2013,1
강,Noun,2011,1
강력범죄,Noun,2010,1
강력범죄,Noun,2012,1
강력범죄,Noun,2013,1
강력범죄,Noun,2015,3
강력범죄,Noun,2016,3
강력범죄,Noun,2017,2
강력범죄,Noun,2019,1
강력하게,Adjective,2006,1
강력한,Adjective,2019,1
강력히,Adjective,2013,1
강력히,Adjective,2016,1
강력히,Adjective,2017,1
강물,Noun,2011,1
강점,Noun,2015,1
강정구,Noun,2006,1
강조,Noun,2004,1
강조,Noun,2007,1
강조,Noun,2008,1
강조,Noun,2016,2
강조,Noun,2017,1
강화,Noun,2008,2
강화,Noun,2014,1
강화하고,Adjective,2011,1
강화하고,Adjective,2012,1
강화하고,Adjective,2015,1
강화하고,Adjective,2017,1
강화하고,Adjective,2019,1
강화하는,Adjective,2004,1
강화하는,Adjective,2016,1
강화하여,Adjective,2004,1
강화하여,Adjective,2016,1
강화하여,Adjective,2017,1
강화하여야,Adjective,2008,1
강화하였습니다,Adjective,2016,1
강화해,Adjective,2017,2
강화했습니다,Adjective,2014,1
갖고,Verb,2004,1
갖고,Verb,2010,1
갖고,Verb,2014,1
갖고,Verb,2015,1
갖고자,Verb,2017,1
갖습니다,Verb,2018,1
갖추고,Verb,2008,2
갖추도록,Verb,2004,1
갖추어야,Verb,2004,1
갖추어야,Verb,2005,1
갖추어야,Verb,2011,1
같다,Adjective,2008,1
같습니다,Adjective,2016,1
같은,Adjective,2011,1
같은,Adjective,2017,2
같은,Adjective,2018,1
같은,Adjective,2019,2
같이,Adverb,2007,1
같이,Adverb,2016,1
같이,Adverb,2017,1
같이,Josa,2007,1
개,Noun,2012,1
개,Noun,2015,1
개,Noun,2018,1
개개인,Noun,2012,1
개국,Noun,2008,2
개국,Noun,2010,1
개발,Noun,2007,1
개발,Noun,2010,2
개발,Noun,2013,1
개발,Noun,2017,1
개발도상국,Noun,2013,1
개발원조,Noun,2010,1
개방,Noun,2008,1
개방,Noun,2012,2
개방,Noun,2019,1
개방경제,Noun,2008,1
개별,Noun,2011,1
개별,Noun,2018,1
개선,Noun,2004,4
개선,Noun,2005,2
개선,Noun,2007,3
개선,Noun,2010,1
개선,Noun,2011,2
개선,Noun,2012,1
개선,Noun,2013,2
개선,Noun,2014,3
개선,Noun,2015,1
개선,Noun,2016,2
개선,Noun,2017,3
개선,Noun,2018,2
개선,Noun,2019,7
개월,Noun,2019,1
개인,Noun,2007,1
개인,Noun,2015,1
개인,Noun,2016,1
개인,Noun,2018,1
개정,Noun,2008,1
개정,Noun,2013,1
개정,Noun,2017,2
개정,Noun,2019,3
개최,Noun,2010,1
개최,Noun,2011,1
개최,Noun,2012,1
개최,Noun,2018,3
개표,Noun,2007,1
개항,Noun,2018,1
개혁,Noun,2004,5
개혁,Noun,2005,1
개혁,Noun,2006,1
개혁,Noun,2008,1
개혁,Noun,2016,2
개혁,Noun,2018,6
개혁,Noun,2019,4
객관,Noun,2007,1
거,Noun,2005,1
거가,Noun,2004,1
거가,Noun,2010,1
거나,Noun,2009,1
거나,Noun,2015,2
거대,Noun,2006,1
거두고,Verb,2007,1
거두었습니다,Verb,2005,1
거두었습니다,Verb,2015,1
거두었습니다,Verb,2016,1
거두었습니다,Verb,2017,1
거둔,Verb,2004,1
거둘,Verb,2019,1
거듭,Noun,2004,1
거듭,Noun,2005,1
거듭,Noun,2006,1
거듭,Noun,2011,1
거듭,Noun,2012,1
거듭,Noun,2019,1
거래,Noun,2013,1
거부,Noun,2007,1
거세,Noun,2005,1
거악,Noun,2016,1
거지,Noun,2008,1
거쳐,Verb,2015,1
거치면서,Verb,2006,1
걱정,Noun,2009,1
걱정,Noun,2012,1
걱정,Noun,2015,1
건,Noun,2017,1
건강,Noun,2004,1
건강,Noun,2006,1
건강,Noun,2007,1
건강,Noun,2008,1
건강,Noun,2009,1
건강,Noun,2010,1
건강,Noun,2011,1
건강,Noun,2012,1
건강,Noun,2013,1
건강,Noun,2015,1
건강,Noun,2016,1
건강,Noun,2017,1
건강,Noun,2018,1
건강,Noun,2019,1
건강하고,Adjective,2013,1
건강해지려면,Adjective,2007,1
건국,Noun,2015,2
건국,Noun,2016,1
건네는,Verb,2011,1
건립,Noun,2007,1
건물,Noun,2019,1
건설,Noun,2004,1
건설,Noun,2005,1
건설,Noun,2006,2
건설,Noun,2007,1
건설,Noun,2008,1
건설,Noun,2010,1
건설,Noun,2019,1
건승,Noun,2013,1
건전하고,Adjective,2011,1
걷어내고,Verb,2018,1
걸,Noun,2010,1
걸,Noun,2011,2
걸,Noun,2014,1
걸어야,Verb,2013,1
걸어온,Verb,2013,1
걸음,Noun,2007,1
걸음,Noun,2016,1
걸쳐,Verb,2011,2
걸친,Verb,2019,1
검,Noun,2019,2
검사,Noun,2011,2
검사,Noun,2013,1
검사,Noun,2019,1
검찰,Noun,2004,5
검찰,Noun,2005,9
검찰,Noun,2006,9
검찰,Noun,2007,7
검찰,Noun,2008,4
검찰,Noun,2009,7
검찰,Noun,2011,13
검찰,Noun,2013,4
검찰,Noun,2014,2
검찰,Noun,2015,3
검찰,Noun,2016,4
검찰,Noun,2017,2
검찰,Noun,2018,15
검찰,Noun,2019,9
검토,Noun,2011,1
검토,Noun,2013,1
검토,Noun,2018,1
것,Noun,2004,10
것,Noun,2005,9
것,Noun,2006,1
것,Noun,2007,18
것,Noun,2008,12
것,Noun,2009,11
것,Noun,2010,6
것,Noun,2011,9
것,Noun,2012,10
것,Noun,2013,1
것,Noun,2014,5
것,Noun,2015,12
것,Noun,2016,9
것,Noun,2017,2
것,Noun,2018,15
것,Noun,2019,8
게,Josa,2005,1
게,Josa,2007,1
게,Josa,2012,1
게,Josa,2016,1
게,Josa,2018,1
게을리,Adverb,2004,1
게을리,Adverb,2013,1
게을리,Adverb,2016,1
겨,Noun,2007,1
겨우내,Noun,2009,1
격려,Noun,2005,1
격려,Noun,2013,1
격려,Noun,2014,1
격리,Noun,2011,1
격의,Noun,2010,1
겪고,Verb,2009,1
겪기도,Verb,2014,1
겪는,Verb,2009,1
견,Noun,2015,1
견인차,Noun,2008,1
견제,Noun,2013,1
견제,Noun,2018,1
견지,Noun,2007,1
견지하,Noun,2008,1
결,Noun,2017,1
결과,Noun,2004,1
결과,Noun,2005,1
결과,Noun,2014,1
결과,Noun,2016,1
결과,Noun,2017,1
결국,Adverb,2016,1
결국,Adverb,2018,1
결실,Noun,2017,1
결실,Noun,2018,1
결실,Noun,2019,1
결의,Noun,2014,1
결재,Noun,2011,1
결정,Noun,2017,1
결정,Noun,2019,1
결집,Noun,2007,1
결집,Noun,2009,1
결코,Noun,2004,1
결코,Noun,2005,1
결코,Noun,2007,1
결코,Noun,2009,4
결코,Noun,2012,1
결코,Noun,2013,1
결코,Noun,2015,1
결코,Noun,2016,1
결코,Noun,2017,1
결하,Noun,2010,1
결하,Noun,2012,1
결하,Noun,2013,1
결하,Noun,2016,2
결하,Noun,2017,1
결혼,Noun,2011,1
겸손하며,Adjective,2011,1
겸손한,Adjective,2005,1
겸손한,Adjective,2017,1
겸허,Noun,2004,1
겸허,Noun,2005,1
겸허,Noun,2006,1
겸허,Noun,2013,1
겸허,Noun,2014,1
경,Modifier,2007,1
경,Modifier,2009,1
경,Modifier,2011,1
경,Modifier,2012,1
경,Modifier,2014,2
경,Modifier,2015,3
경,Modifier,2016,2
경,Modifier,2017,3
경,Modifier,2019,1
경,Noun,2019,2
경기,Noun,2009,1
경기,Noun,2014,1
경기,Noun,2016,1
경사,Noun,2013,1
경선,Noun,2007,1
경선,Noun,2008,1
경성,Noun,2015,1
경악,Noun,2017,1
경영,Noun,2008,2
경영,Noun,2013,1
경우,Noun,2007,2
경우,Noun,2011,1
경의,Noun,2013,1
경인년,Noun,2010,1
경쟁,Noun,2004,1
경쟁,Noun,2006,1
경쟁력,Noun,2006,1
경쟁력,Noun,2008,2
경쟁력,Noun,2010,1
경쟁력,Noun,2015,1
경쟁력,Noun,2016,1
경제,Noun,2004,3
경제,Noun,2005,2
경제,Noun,2006,2
경제,Noun,2007,3
경제,Noun,2008,3
경제,Noun,2009,4
경제,Noun,2010,1
경제,Noun,2011,1
경제,Noun,2012,1
경제,Noun,2015,2
경제,Noun,2016,3
경제,Noun,2017,1
경제,Noun,2019,2
경제성장,Noun,2015,1
경제성장률,Noun,2011,1
경제지표,Noun,2014,1
경청,Noun,2008,2
경청,Noun,2013,1
경청,Noun,2014,1
경청,Noun,2017,1
경청,Noun,2018,1
경험,Noun,2011,1
경험,Noun,2014,1
경험,Noun,2015,1
경험,Noun,2018,1
경험,Noun,2019,1
곁,Noun,2015,1
계구,Noun,2004,1
계기,Noun,2008,1
계기,Noun,2012,1
계기,Noun,2018,2
계사,Noun,2013,1
계속,Noun,2007,2
계속,Noun,2013,2
계속,Noun,2015,1
계속,Noun,2016,5
계속,Noun,2017,3
계속,Noun,2018,3
계속,Noun,2019,1
계실,Adjective,2005,1
계약,Noun,2013,1
계약서,Noun,2014,1
계육,Noun,2012,1
계절,Noun,2017,1
계층,Noun,2016,1
계함,Noun,2017,1
계해,Noun,2014,1
계획,Noun,2006,1
계획,Noun,2013,1
계획,Noun,2014,1
계획,Noun,2018,2
고,Josa,2004,1
고,Josa,2005,1
고,Josa,2006,2
고,Josa,2007,5
고,Josa,2008,3
고,Josa,2009,1
고,Josa,2012,1
고,Josa,2013,1
고,Josa,2014,3
고,Josa,2015,4
고,Josa,2016,3
고,Josa,2017,3
고,Josa,2018,1
고,Josa,2019,2
고,Modifier,2009,1
고,Noun,2007,1
고,Noun,2008,1
고,Noun,2012,1
고,Noun,2013,1
고,Noun,2015,2
고,Noun,2017,1
고기,Noun,2008,1
고난,Noun,2005,1
고뇌,Noun,2006,1
고단,Noun,2018,1
고도,Noun,2005,1
고도,Noun,2007,1
고려,Noun,2013,1
고령화,Noun,2015,1
고령화,Noun,2016,1
고령화,Noun,2017,1
고리,Noun,2004,1
고마운,Adjective,2008,1
고민,Noun,2011,1
고민,Noun,2013,1
고민,Noun,2014,1
고민,Noun,2019,1
고비,Noun,2016,1
고생,Noun,2017,1
고용,Noun,2004,2
고용,Noun,2006,1
고용주,Noun,2004,1
고운,Adjective,2008,1
고위,Noun,2019,2
고자,Noun,2016,1
고질,Noun,2005,1
고질,Noun,2012,1
고질,Noun,2013,1
고질,Noun,2014,2
고질,Noun,2015,1
고착,Noun,2016,1
고쳐,Verb,2005,2
고쳐,Verb,2008,1
고쳐,Verb,2014,1
고친다고,Verb,2008,1
고통,Noun,2009,1
고통,Noun,2011,1
고통,Noun,2015,1
고통,Noun,2018,1
고품격,Noun,2015,1
고하,Noun,2019,2
곧,Noun,2016,1
곱지만은,Adjective,2005,1
곳,Noun,2007,1
곳,Noun,2008,1
곳,Noun,2009,1
곳,Noun,2012,1
곳,Noun,2013,1
곳곳,Noun,2005,1
곳곳,Noun,2016,1
곳곳,Noun,2018,2
곳곳이,Noun,2007,1
공,Modifier,2006,1
공,Modifier,2007,1
공,Modifier,2016,1
공,Modifier,2017,1
공,Modifier,2018,1
공,Modifier,2019,2
공간,Noun,2007,1
공간,Noun,2014,1
공감,Noun,2009,1
공감,Noun,2014,1
공감,Noun,2015,1
공감,Noun,2017,1
공감,Noun,2019,1
공개,Noun,2007,1
공개,Noun,2012,1
공개,Noun,2017,1
공고,Noun,2006,1
공공,Modifier,2015,1
공공,Modifier,2016,1
공공,Modifier,2017,1
공공,Noun,2017,1
공공기관,Noun,2015,1
공공기관,Noun,2018,1
공과,Noun,2008,1
공동체,Noun,2007,1
공동체,Noun,2011,1
공명,Noun,2004,1
공명,Noun,2008,1
공명,Noun,2014,1
공명선,Noun,2004,1
공명선,Noun,2010,1
공명정대,Noun,2008,1
공무원,Noun,2004,1
공무원,Noun,2005,3
공무원,Noun,2007,3
공무원,Noun,2008,3
공보,Noun,2019,1
공부,Noun,2011,1
공사,Noun,2010,1
공유,Noun,2014,1
공익,Noun,2014,1
공익,Noun,2017,1
공인,Noun,2019,1
공자,Noun,2012,1
공적,Noun,2016,1
공정,Noun,2012,1
공정,Noun,2018,1
공정사회,Noun,2019,1
공정하게,Adjective,2006,1
공정하게,Adjective,2012,1
공정하게,Adjective,2013,1
공정하게,Adjective,2014,1
공정하게,Adjective,2018,1
공정하고,Adjective,2004,2
공정하고,Adjective,2011,1
공정하고,Adjective,2012,1
공정하고,Adjective,2013,1
공정하고,Adjective,2016,1
공정하고,Adjective,2017,2
공정하고,Adjective,2018,1
공정하고,Adjective,2019,1
공정한,Adjective,2004,1
공정한,Adjective,2006,2
공정한,Adjective,2012,2
공정한,Adjective,2013,1
공정한,Adjective,2016,1
공정한,Adjective,2018,3
공조,Noun,2004,1
공존,Noun,2013,1
공존,Noun,2018,1
공직,Noun,2015,2
공직,Noun,2017,3
공직자,Noun,2015,4
공직자,Noun,2016,1
공직자,Noun,2017,2
공직자,Noun,2019,2
공평,Noun,2008,1
공평,Noun,2013,1
공항,Noun,2017,1
공헌,Noun,2014,1
과,Josa,2004,17
과,Josa,2005,13
과,Josa,2006,15
과,Josa,2007,28
과,Josa,2008,14
과,Josa,2009,12
과,Josa,2010,12
과,Josa,2011,13
과,Josa,2012,15
과,Josa,2013,9
과,Josa,2014,11
과,Josa,2015,20
과,Josa,2016,12
과,Josa,2017,15
과,Josa,2018,13
과,Josa,2019,15
과,Noun,2004,1
과,Noun,2005,3
과,Noun,2007,2
과,Noun,2009,1
과,Noun,2013,1
과,Noun,2014,1
과,Noun,2016,1
과거,Noun,2006,1
과거,Noun,2011,1
과거,Noun,2016,1
과거,Noun,2018,4
과를,Josa,2017,1
과밀,Noun,2018,1
과밀,Noun,2019,3
